MISPAR_RECHEV,RECALL_ID,SUG_RECALL,SUG_TAKALA,TEUR_TAKALA,TAARICH_PTICHA
01047178,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01047278,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048078,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048168,13205,תקלה סידרתית בטיחותית,אחר,אפשרות לתלישה מלאה או חלקית של הסמל מהכיסוי שעל כרית אויר נהג והפיכתו לסכנה פוטנציאלית במקרה של הפעלת כרית האוויר בזמן ת,2020-08-19
01048178,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048378,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048478,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048578,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048778,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01048878,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01049378,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01049478,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01049678,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01052288,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01052378,15127,תקלה סידרתית בטיחותית,מנוע ומערכותיו,לאפשרות של השתחררות בורגי יחידת תזמון שסתומים ובעקבות כך עלולה להתפתח נזילת שמן ומנורת המנוע תידלק.,2023-10-30
01052378,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01052578,15640,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
01052578,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01052878,15127,תקלה סידרתית בטיחותית,מנוע ומערכותיו,לאפשרות של השתחררות בורגי יחידת תזמון שסתומים ובעקבות כך עלולה להתפתח נזילת שמן ומנורת המנוע תידלק.,2023-10-30
01053418,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01053578,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01055488,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01057578,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01058288,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01058488,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01059688,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01060678,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01066688,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01068678,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01068678,15640,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
01069988,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01070078,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01070178,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01070478,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01070768,11926,תקלה סידרתית בטיחותית,כריות אוויר,מניעת אפשרות של תקלה בפעולה התקינה של כריות האוויר.,2017-02-27
01070768,13206,תקלה סידרתית בטיחותית,אחר,אפשרות לתלישה מלאה או חלקית של הסמל מהכיסוי שעל כרית אויר נהג והפיכתו לסכנה פוטנציאלית במקרה של הפעלת כרית האוויר בזמן ת,2020-08-19
01070968,13206,תקלה סידרתית בטיחותית,אחר,אפשרות לתלישה מלאה או חלקית של הסמל מהכיסוי שעל כרית אויר נהג והפיכתו לסכנה פוטנציאלית במקרה של הפעלת כרית האוויר בזמן ת,2020-08-19
01070978,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01071078,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01071678,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01071778,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01071878,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01072378,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01072678,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01072778,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01072978,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01073078,15127,תקלה סידרתית בטיחותית,מנוע ומערכותיו,לאפשרות של השתחררות בורגי יחידת תזמון שסתומים ובעקבות כך עלולה להתפתח נזילת שמן ומנורת המנוע תידלק.,2023-10-30
01073178,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01073778,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01073878,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01074878,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01075018,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01075278,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01075578,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01075678,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01076218,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01076478,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01076678,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01076978,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01077278,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01077318,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01077378,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01077618,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01077678,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01077878,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01078288,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01078678,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01078978,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01079078,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01079378,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01079478,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01080778,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01081178,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01081578,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01081678,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01081878,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01082418,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01082578,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01082868,10124,תקלה סידרתית בטיחותית,אביזרים,ברגי מראות חיצוניות,2012-01-03
01082978,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01083268,10124,תקלה סידרתית בטיחותית,אביזרים,ברגי מראות חיצוניות,2012-01-03
01083478,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01083578,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01083778,15127,תקלה סידרתית בטיחותית,מנוע ומערכותיו,לאפשרות של השתחררות בורגי יחידת תזמון שסתומים ובעקבות כך עלולה להתפתח נזילת שמן ומנורת המנוע תידלק.,2023-10-30
01083778,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01084168,10124,תקלה סידרתית בטיחותית,אביזרים,ברגי מראות חיצוניות,2012-01-03
01084378,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01084878,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01085178,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01085178,15640,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
01085278,15640,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
01085278,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01085378,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01085378,15640,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,"חשש לאפשרות כשל במחבר משאבת מים, נוזל קירור עלול לחדור למחבר של משאבת  מים חשמלית ולגרום לקצר",2024-08-27
01085778,11785,תקלה סידרתית בטיחותית,חגורות בטיחות,חשש לכשל בנקודות העיגון של כיסא הילדים במושב האחורי.,2016-08-11
01085778,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01086778,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01087478,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01087878,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01087978,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01088278,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01089078,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01089478,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01089878,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01090078,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01090588,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01091018,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01091278,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01091878,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01091978,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01092018,1086,קמפיין שרות טכני,מערכת הבטיחות,התקנת לוחית חיזוק חגורות הבטיחות,2011-12-26
01092378,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01097688,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01099578,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01100978,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01102078,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01103288,15097,תקלה סידרתית בטיחותית,אחר,"משאיות העומדות בתקינה האירופאית כנדרש (WVTA)  ושמגביל המהירות שלהן הוסר, יתכן וכוילו בתוכנה לא מתאימה.",2023-09-26
01107778,15653,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית אוויר בצד הנהג,2024-09-11
01109328,14758,תקלה סידרתית בטיחותית,מנוע ומערכותיו,הטובלן שבמותחן שרשרת התזמון עשוי להינעל במהלך פעולת המכלול עקב בלאי מואץ של רכיבים פנימיים. הדבר יגרום לרעש חריג מהצד הי,2023-02-27
01109328,15775,תקלה סידרתית בטיחותית,אחר,היתכנות לחוסר ניתוק המצמד למרות שידית המצמד משוכה,2024-12-01
01113178,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01115578,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01117778,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01118328,13448,תקלה סידרתית בטיחותית,חשמל אליקטרוניקה ומיזוג,החזר אור לא תקני ממחזיר האור האחורי כתוצאה מתקלה בייצור,2020-12-07
01120468,13206,תקלה סידרתית בטיחותית,אחר,אפשרות לתלישה מלאה או חלקית של הסמל מהכיסוי שעל כרית אויר נהג והפיכתו לסכנה פוטנציאלית במקרה של הפעלת כרית האוויר בזמן ת,2020-08-19
01121938,12567,תקלה סידרתית בטיחותית,כריות אוויר,אפשרות של ליקוי במערכת ניפוח כרית האוויר בצד הנוסע,2019-02-20
01121938,11868,תקלה סידרתית בטיחותית,כריות אוויר,אפשרות לפעילות לא תקינה של כריות אויר קדמיות וקדם מותחנים של חגורות הבטיחות.,2016-12-07
01122678,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01130078,15983,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בנפץ כרית האוויר בצד הנהג.,2025-04-03
01133378,15566,תקלה סידרתית בטיחותית,כריות אוויר,חשש לכשל בכרית האוויר בצד הנהג.,2024-07-16
01141668,13205,תקלה סידרתית בטיחותית,אחר,אפשרות לתלישה מלאה או חלקית של הסמל מהכיסוי שעל כרית אויר נהג והפיכתו לסכנה פוטנציאלית במקרה של הפעלת כרית האוויר בזמן ת,2020-08-19
01143728,12504,תקלה סידרתית בטיחותית,מערכת העברת כוח,היתכנות לקושי בהעברת הילוכים כתוצאה משבר בקפיץ מעביר הילוכים,2018-12-24
